label_scheme,condition,layer,layer_bucket,n_examples,n_families,n_harmful,n_nonharmful,balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts,baseline_balanced_accuracy,C_used
strict,evidence_false_belief_pressure,2,early,36,36,12,24,0.6041666666666666,0.6979166666666667,0.7040213516236535,0.5161290322580645,0.42105263157894735,0.6666666666666666,"{""tn"": 13, ""fp"": 11, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,3,early,36,36,12,24,0.6458333333333333,0.6597222222222222,0.5997627527878487,0.5517241379310345,0.47058823529411764,0.6666666666666666,"{""tn"": 15, ""fp"": 9, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,4,early,36,36,12,24,0.6041666666666666,0.5902777777777778,0.5545152552698992,0.5161290322580645,0.42105263157894735,0.6666666666666666,"{""tn"": 13, ""fp"": 11, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,5,early,36,36,12,24,0.625,0.6458333333333334,0.585661031247613,0.5185185185185185,0.4666666666666667,0.5833333333333334,"{""tn"": 16, ""fp"": 8, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,6,early,36,36,12,24,0.5833333333333333,0.5868055555555556,0.5578546999039466,0.46153846153846156,0.42857142857142855,0.5,"{""tn"": 16, ""fp"": 8, ""fn"": 6, ""tp"": 6}",0.5,1.0
strict,evidence_false_belief_pressure,7,early,36,36,12,24,0.5,0.47916666666666663,0.4447794063826673,0.37037037037037035,0.3333333333333333,0.4166666666666667,"{""tn"": 14, ""fp"": 10, ""fn"": 7, ""tp"": 5}",0.5,1.0
strict,evidence_false_belief_pressure,8,early,36,36,12,24,0.47916666666666663,0.5034722222222222,0.5485912698412698,0.35714285714285715,0.3125,0.4166666666666667,"{""tn"": 13, ""fp"": 11, ""fn"": 7, ""tp"": 5}",0.5,1.0
strict,evidence_false_belief_pressure,9,early,36,36,12,24,0.5,0.545138888888889,0.5726224611708483,0.37037037037037035,0.3333333333333333,0.4166666666666667,"{""tn"": 14, ""fp"": 10, ""fn"": 7, ""tp"": 5}",0.5,1.0
strict,evidence_false_belief_pressure,10,early,36,36,12,24,0.5,0.6041666666666666,0.6153311829782419,0.37037037037037035,0.3333333333333333,0.4166666666666667,"{""tn"": 14, ""fp"": 10, ""fn"": 7, ""tp"": 5}",0.5,1.0
strict,evidence_false_belief_pressure,11,early,36,36,12,24,0.5416666666666667,0.5833333333333333,0.5938743710256994,0.42857142857142855,0.375,0.5,"{""tn"": 14, ""fp"": 10, ""fn"": 6, ""tp"": 6}",0.5,1.0
strict,evidence_false_belief_pressure,12,middle,36,36,12,24,0.625,0.673611111111111,0.6736078506976341,0.5,0.5,0.5,"{""tn"": 18, ""fp"": 6, ""fn"": 6, ""tp"": 6}",0.5,1.0
strict,evidence_false_belief_pressure,13,middle,36,36,12,24,0.6666666666666667,0.6770833333333333,0.6591269841269842,0.56,0.5384615384615384,0.5833333333333334,"{""tn"": 18, ""fp"": 6, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,14,middle,36,36,12,24,0.6041666666666667,0.6284722222222222,0.6289421599905471,0.48,0.46153846153846156,0.5,"{""tn"": 17, ""fp"": 7, ""fn"": 6, ""tp"": 6}",0.5,1.0
strict,evidence_false_belief_pressure,15,middle,36,36,12,24,0.625,0.6006944444444444,0.5916368897986546,0.5185185185185185,0.4666666666666667,0.5833333333333334,"{""tn"": 16, ""fp"": 8, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,16,middle,36,36,12,24,0.6458333333333334,0.6215277777777777,0.6361919330669331,0.5384615384615384,0.5,0.5833333333333334,"{""tn"": 17, ""fp"": 7, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,17,middle,36,36,12,24,0.625,0.6284722222222223,0.7165223096017277,0.5185185185185185,0.4666666666666667,0.5833333333333334,"{""tn"": 16, ""fp"": 8, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,18,middle,36,36,12,24,0.6041666666666667,0.6215277777777779,0.6869706736225091,0.5,0.4375,0.5833333333333334,"{""tn"": 15, ""fp"": 9, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,19,middle,36,36,12,24,0.6458333333333334,0.6736111111111112,0.6233797837964505,0.5384615384615384,0.5,0.5833333333333334,"{""tn"": 17, ""fp"": 7, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,20,middle,36,36,12,24,0.5625,0.7361111111111112,0.6376829189329191,0.4166666666666667,0.4166666666666667,0.4166666666666667,"{""tn"": 17, ""fp"": 7, ""fn"": 7, ""tp"": 5}",0.5,1.0
strict,evidence_false_belief_pressure,21,middle,36,36,12,24,0.6875,0.829861111111111,0.7293947882183177,0.5833333333333334,0.5833333333333334,0.5833333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_false_belief_pressure,22,middle,36,36,12,24,0.7083333333333333,0.7777777777777779,0.6924199582094319,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,23,middle,36,36,12,24,0.7083333333333333,0.7743055555555555,0.732936507936508,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,24,late,36,36,12,24,0.7083333333333333,0.8263888888888888,0.7742032273282274,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,25,late,36,36,12,24,0.7083333333333333,0.8854166666666667,0.8239943199502023,0.6153846153846154,0.5714285714285714,0.6666666666666666,"{""tn"": 18, ""fp"": 6, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_false_belief_pressure,26,late,36,36,12,24,0.75,0.8923611111111112,0.8200260659819484,0.6666666666666666,0.6,0.75,"{""tn"": 18, ""fp"": 6, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,27,late,36,36,12,24,0.7708333333333333,0.9027777777777778,0.8396231355790181,0.6923076923076923,0.6428571428571429,0.75,"{""tn"": 19, ""fp"": 5, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,28,late,36,36,12,24,0.7916666666666667,0.8958333333333333,0.8302176774893494,0.72,0.6923076923076923,0.75,"{""tn"": 20, ""fp"": 4, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,29,late,36,36,12,24,0.7916666666666667,0.90625,0.8465573563290282,0.72,0.6923076923076923,0.75,"{""tn"": 20, ""fp"": 4, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,30,late,36,36,12,24,0.8125,0.9131944444444444,0.8611963937621833,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_false_belief_pressure,31,late,36,36,12,24,0.7708333333333333,0.9097222222222222,0.8577241715399612,0.6923076923076923,0.6428571428571429,0.75,"{""tn"": 19, ""fp"": 5, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_false_belief_pressure,32,late,36,36,12,24,0.8125,0.923611111111111,0.8680660774410774,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_false_belief_pressure,33,late,36,36,12,24,0.8125,0.9131944444444444,0.8546525903433798,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_false_belief_pressure,34,late,36,36,12,24,0.8125,0.9340277777777778,0.888139005602241,0.7407407407407407,0.6666666666666666,0.8333333333333334,"{""tn"": 19, ""fp"": 5, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_false_belief_pressure,35,late,36,36,12,24,0.875,0.951388888888889,0.9155423280423282,0.8148148148148148,0.7333333333333333,0.9166666666666666,"{""tn"": 20, ""fp"": 4, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,0,early,22,22,12,10,0.6416666666666666,0.6916666666666667,0.7033617447510637,0.6363636363636364,0.7,0.5833333333333334,"{""tn"": 7, ""fp"": 3, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,evidence_emotional_pressure,1,early,22,22,12,10,0.675,0.6666666666666667,0.6911080756475493,0.72,0.6923076923076923,0.75,"{""tn"": 6, ""fp"": 4, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,2,early,22,22,12,10,0.775,0.7583333333333333,0.8297739297739298,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 8, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,3,early,22,22,12,10,0.725,0.7666666666666666,0.7529765985648339,0.75,0.75,0.75,"{""tn"": 7, ""fp"": 3, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,4,early,22,22,12,10,0.6833333333333333,0.7749999999999999,0.7149864024864024,0.6956521739130435,0.7272727272727273,0.6666666666666666,"{""tn"": 7, ""fp"": 3, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_emotional_pressure,5,early,22,22,12,10,0.8166666666666667,0.8083333333333333,0.7611381673881673,0.8333333333333334,0.8333333333333334,0.8333333333333334,"{""tn"": 8, ""fp"": 2, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,6,early,22,22,12,10,0.6833333333333333,0.7916666666666666,0.7856626625008979,0.6956521739130435,0.7272727272727273,0.6666666666666666,"{""tn"": 7, ""fp"": 3, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,evidence_emotional_pressure,7,early,22,22,12,10,0.775,0.8333333333333333,0.8073726654609008,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 8, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,8,early,22,22,12,10,0.8166666666666667,0.85,0.8713505856888212,0.8333333333333334,0.8333333333333334,0.8333333333333334,"{""tn"": 8, ""fp"": 2, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,9,early,22,22,12,10,0.95,0.9416666666666667,0.9391555204055205,0.96,0.9230769230769231,1.0,"{""tn"": 9, ""fp"": 1, ""fn"": 0, ""tp"": 12}",0.5,1.0
strict,evidence_emotional_pressure,10,early,22,22,12,10,0.9583333333333333,1.0,1.0,0.9565217391304348,1.0,0.9166666666666666,"{""tn"": 10, ""fp"": 0, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,11,early,22,22,12,10,1.0,1.0,1.0,1.0,1.0,1.0,"{""tn"": 10, ""fp"": 0, ""fn"": 0, ""tp"": 12}",0.5,1.0
strict,evidence_emotional_pressure,12,middle,22,22,12,10,0.9583333333333333,1.0,1.0,0.9565217391304348,1.0,0.9166666666666666,"{""tn"": 10, ""fp"": 0, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,13,middle,22,22,12,10,0.9083333333333333,0.9833333333333334,0.9866452991452993,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,14,middle,22,22,12,10,0.9083333333333333,0.9833333333333334,0.9866452991452993,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,15,middle,22,22,12,10,0.9083333333333333,0.9416666666666667,0.9563131313131313,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,16,middle,22,22,12,10,0.8666666666666667,0.9333333333333333,0.9526366607248961,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 9, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,17,middle,22,22,12,10,0.875,0.9083333333333333,0.9404761904761906,0.8571428571428571,1.0,0.75,"{""tn"": 10, ""fp"": 0, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,18,middle,22,22,12,10,0.825,0.8999999999999999,0.9351343101343103,0.8181818181818182,0.9,0.75,"{""tn"": 9, ""fp"": 1, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,19,middle,22,22,12,10,0.825,0.9083333333333332,0.9235780423280425,0.8181818181818182,0.9,0.75,"{""tn"": 9, ""fp"": 1, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,evidence_emotional_pressure,20,middle,22,22,12,10,0.8666666666666667,0.8916666666666666,0.8497324434824435,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 9, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,21,middle,22,22,12,10,0.9083333333333333,0.925,0.9085999648499649,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,22,middle,22,22,12,10,0.9083333333333333,0.925,0.9085999648499649,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,23,middle,22,22,12,10,0.8666666666666667,0.9583333333333334,0.965241702741703,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 9, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,24,late,22,22,12,10,0.8666666666666667,0.9833333333333334,0.9866452991452993,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 9, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,25,late,22,22,12,10,0.8666666666666667,0.9833333333333334,0.9866452991452993,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 9, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,evidence_emotional_pressure,26,late,22,22,12,10,0.9083333333333333,0.9833333333333334,0.9866452991452993,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,27,late,22,22,12,10,0.9083333333333333,0.9833333333333334,0.9866452991452993,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,28,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,29,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,30,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,31,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,32,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,33,late,22,22,12,10,0.9583333333333333,1.0,1.0,0.9565217391304348,1.0,0.9166666666666666,"{""tn"": 10, ""fp"": 0, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,evidence_emotional_pressure,34,late,22,22,12,10,1.0,1.0,1.0,1.0,1.0,1.0,"{""tn"": 10, ""fp"": 0, ""fn"": 0, ""tp"": 12}",0.5,1.0
strict,evidence_emotional_pressure,35,late,22,22,12,10,0.9083333333333333,0.9916666666666667,0.9935897435897437,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 9, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,closed_context_false_belief_pressure,0,early,17,17,12,5,0.7333333333333334,0.7833333333333333,0.8840980778480778,0.7619047619047619,0.8888888888888888,0.6666666666666666,"{""tn"": 4, ""fp"": 1, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,1,early,17,17,12,5,0.8583333333333334,0.8666666666666667,0.9252666315166315,0.9166666666666666,0.9166666666666666,0.9166666666666666,"{""tn"": 4, ""fp"": 1, ""fn"": 1, ""tp"": 11}",0.5,1.0
strict,closed_context_false_belief_pressure,2,early,17,17,12,5,0.7166666666666667,0.7,0.8289062789062789,0.8333333333333334,0.8333333333333334,0.8333333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,closed_context_false_belief_pressure,3,early,17,17,12,5,0.675,0.7333333333333334,0.8280795593295592,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 3, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,4,early,17,17,12,5,0.7166666666666667,0.6666666666666666,0.7646205646205646,0.8333333333333334,0.8333333333333334,0.8333333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,closed_context_false_belief_pressure,5,early,17,17,12,5,0.775,0.8,0.8763960576460577,0.8181818181818182,0.9,0.75,"{""tn"": 4, ""fp"": 1, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,6,early,17,17,12,5,0.675,0.8,0.8909162596662596,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 3, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,7,early,17,17,12,5,0.7166666666666667,0.8166666666666667,0.897229390979391,0.8333333333333334,0.8333333333333334,0.8333333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,closed_context_false_belief_pressure,8,early,17,17,12,5,0.6333333333333333,0.7166666666666667,0.8615502553002553,0.7272727272727273,0.8,0.6666666666666666,"{""tn"": 3, ""fp"": 2, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,9,early,17,17,12,5,0.675,0.7333333333333333,0.8534662097162097,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 3, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,10,early,17,17,12,5,0.6333333333333333,0.6,0.7538299663299664,0.7272727272727273,0.8,0.6666666666666666,"{""tn"": 3, ""fp"": 2, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,11,early,17,17,12,5,0.675,0.6166666666666667,0.7310888185888185,0.782608695652174,0.8181818181818182,0.75,"{""tn"": 3, ""fp"": 2, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,12,middle,17,17,12,5,0.5916666666666667,0.7166666666666667,0.8497396122396123,0.6666666666666666,0.7777777777777778,0.5833333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,13,middle,17,17,12,5,0.5916666666666667,0.7666666666666667,0.8943824693824695,0.6666666666666666,0.7777777777777778,0.5833333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,14,middle,17,17,12,5,0.5916666666666667,0.7833333333333333,0.9024843212343213,0.6666666666666666,0.7777777777777778,0.5833333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,15,middle,17,17,12,5,0.5916666666666667,0.7666666666666667,0.8943824693824695,0.6666666666666666,0.7777777777777778,0.5833333333333334,"{""tn"": 3, ""fp"": 2, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,16,middle,17,17,12,5,0.6333333333333333,0.8166666666666667,0.9217964905464906,0.7272727272727273,0.8,0.6666666666666666,"{""tn"": 3, ""fp"": 2, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,17,middle,17,17,12,5,0.6333333333333333,0.8333333333333333,0.9373057498057499,0.7272727272727273,0.8,0.6666666666666666,"{""tn"": 3, ""fp"": 2, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,18,middle,17,17,12,5,0.8333333333333333,0.8666666666666667,0.950437062937063,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,19,middle,17,17,12,5,0.775,0.9,0.9559824434824434,0.8181818181818182,0.9,0.75,"{""tn"": 4, ""fp"": 1, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,20,middle,17,17,12,5,0.8166666666666667,0.9166666666666667,0.961476948976949,0.8695652173913043,0.9090909090909091,0.8333333333333334,"{""tn"": 4, ""fp"": 1, ""fn"": 2, ""tp"": 10}",0.5,1.0
strict,closed_context_false_belief_pressure,21,middle,17,17,12,5,0.8333333333333333,0.9500000000000001,0.9790695415695415,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,22,middle,17,17,12,5,0.8333333333333333,0.9833333333333334,0.9935897435897435,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,23,middle,17,17,12,5,0.8333333333333333,0.9666666666666668,0.9866452991452991,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,24,late,17,17,12,5,0.8333333333333333,0.9166666666666667,0.9722222222222222,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,25,late,17,17,12,5,0.8333333333333333,0.9666666666666667,0.988095238095238,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,26,late,17,17,12,5,0.7916666666666667,0.9666666666666668,0.9866452991452991,0.7368421052631579,1.0,0.5833333333333334,"{""tn"": 5, ""fp"": 0, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,27,late,17,17,12,5,0.7916666666666667,1.0,0.9999999999999999,0.7368421052631579,1.0,0.5833333333333334,"{""tn"": 5, ""fp"": 0, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,28,late,17,17,12,5,0.7916666666666667,1.0,0.9999999999999999,0.7368421052631579,1.0,0.5833333333333334,"{""tn"": 5, ""fp"": 0, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,29,late,17,17,12,5,0.7916666666666667,1.0,0.9999999999999999,0.7368421052631579,1.0,0.5833333333333334,"{""tn"": 5, ""fp"": 0, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,30,late,17,17,12,5,0.7916666666666667,1.0,0.9999999999999999,0.7368421052631579,1.0,0.5833333333333334,"{""tn"": 5, ""fp"": 0, ""fn"": 5, ""tp"": 7}",0.5,1.0
strict,closed_context_false_belief_pressure,31,late,17,17,12,5,0.8333333333333333,1.0,0.9999999999999999,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,32,late,17,17,12,5,0.8333333333333333,1.0,0.9999999999999999,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,33,late,17,17,12,5,0.8333333333333333,1.0,0.9999999999999999,0.8,1.0,0.6666666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 4, ""tp"": 8}",0.5,1.0
strict,closed_context_false_belief_pressure,34,late,17,17,12,5,0.875,1.0,0.9999999999999999,0.8571428571428571,1.0,0.75,"{""tn"": 5, ""fp"": 0, ""fn"": 3, ""tp"": 9}",0.5,1.0
strict,closed_context_false_belief_pressure,35,late,17,17,12,5,0.9583333333333333,1.0,0.9999999999999999,0.9565217391304348,1.0,0.9166666666666666,"{""tn"": 5, ""fp"": 0, ""fn"": 1, ""tp"": 11}",0.5,1.0
