analysis,anchor,pair,layer,n_examples,n_families,balanced_accuracy,baseline_balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts
cross_condition,end_of_evidence_block,evidence_emotional_pressure_to_closed_context_false_belief_pressure,35,36,36,0.500000,0.500000,0.514286,0.055556,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,0,108,36,0.681818,0.500000,0.610550,0.139972,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,1,108,36,0.676768,0.500000,0.588103,0.127248,0.260870,0.162162,0.666667,tn=68 fp=31 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,2,108,36,0.681818,0.500000,0.588103,0.136223,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,3,108,36,0.681818,0.500000,0.589226,0.136422,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,4,108,36,0.681818,0.500000,0.591470,0.136818,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,5,108,36,0.681818,0.500000,0.586981,0.135943,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,6,108,36,0.681818,0.500000,0.588103,0.135930,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,7,108,36,0.681818,0.500000,0.591470,0.136661,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,8,108,36,0.681818,0.500000,0.572391,0.133519,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,9,108,36,0.681818,0.500000,0.570146,0.133553,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,10,108,36,0.681818,0.500000,0.547699,0.130562,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,11,108,36,0.681818,0.500000,0.571268,0.133168,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,12,108,36,0.681818,0.500000,0.581369,0.134439,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,13,108,36,0.681818,0.500000,0.528620,0.128988,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,14,108,36,0.681818,0.500000,0.511785,0.127538,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,15,108,36,0.681818,0.500000,0.498316,0.126598,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,16,108,36,0.681818,0.500000,0.516274,0.127930,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,17,108,36,0.681818,0.500000,0.510662,0.127465,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,18,108,36,0.681818,0.500000,0.520763,0.128341,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,19,108,36,0.681818,0.500000,0.527497,0.129036,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,20,108,36,0.681818,0.500000,0.543210,0.130435,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,21,108,36,0.681818,0.500000,0.544332,0.130495,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,22,108,36,0.681818,0.500000,0.552189,0.131277,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,23,108,36,0.681818,0.500000,0.562290,0.132448,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,24,108,36,0.681818,0.500000,0.575758,0.134262,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,25,108,36,0.681818,0.500000,0.569024,0.133312,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,26,108,36,0.681818,0.500000,0.569024,0.133354,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,27,108,36,0.681818,0.500000,0.561167,0.132460,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,28,108,36,0.681818,0.500000,0.565657,0.132996,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,29,108,36,0.681818,0.500000,0.563412,0.132945,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,30,108,36,0.681818,0.500000,0.563412,0.133444,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,31,108,36,0.681818,0.500000,0.566779,0.133756,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,32,108,36,0.681818,0.500000,0.570146,0.134203,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,33,108,36,0.681818,0.500000,0.583614,0.136320,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,34,108,36,0.681818,0.500000,0.585859,0.136067,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
overall_harmful,end_of_user_pressure_sentence,all_conditions_pooled,35,108,36,0.681818,0.500000,0.580247,0.135240,0.266667,0.166667,0.666667,tn=69 fp=30 fn=3 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,0,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,1,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,2,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,3,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,4,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,5,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,6,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,7,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,8,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,9,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,10,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,11,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,12,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,13,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,14,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,15,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,16,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,17,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,18,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,19,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,20,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,21,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,22,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,23,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,24,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,25,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,26,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,27,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,28,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,29,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,30,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,31,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,32,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,33,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,34,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
within_condition,end_of_user_pressure_sentence,evidence_emotional_pressure,35,36,36,0.500000,0.500000,0.500000,0.166667,0.285714,0.166667,1.000000,tn=0 fp=30 fn=0 tp=6
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,0,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,1,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,2,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,3,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,4,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,5,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,6,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,7,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,8,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,9,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,10,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,11,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,12,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,13,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,14,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,15,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,16,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,17,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,18,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,19,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,20,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,21,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,22,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,23,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,24,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,25,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,26,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,27,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,28,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,29,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,30,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,31,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,32,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,33,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,34,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_evidence_false_belief_pressure,35,36,36,0.500000,0.500000,0.500000,0.055556,0.105263,0.055556,1.000000,tn=0 fp=34 fn=0 tp=2
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,0,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,1,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,2,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,3,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,4,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,5,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,6,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,7,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,8,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,9,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,10,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,11,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,12,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,13,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,14,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,15,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,16,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,17,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,18,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,19,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,20,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,21,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,22,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,23,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,24,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,25,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,26,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,27,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,28,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
cross_condition,end_of_user_pressure_sentence,evidence_emotional_pressure_to_closed_context_false_belief_pressure,29,36,36,0.500000,0.500000,0.500000,0.027778,0.054054,0.027778,1.000000,tn=0 fp=35 fn=0 tp=1
