split,analysis,anchor,anchor_label,feature_mode,layer,n,n_harmful,n_nonharmful,ba,auroc,support_status
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,3,36,35,1,0.6142857142857143,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,4,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,5,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,6,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,7,36,35,1,0.5857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,8,36,35,1,0.7285714285714285,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,9,36,35,1,0.6142857142857143,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,10,36,35,1,0.6714285714285715,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,11,36,35,1,0.7571428571428571,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,12,36,35,1,0.6857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,13,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,14,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,15,36,35,1,0.6571428571428571,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,16,36,35,1,0.6857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,17,36,35,1,0.7285714285714285,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,18,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,19,36,35,1,0.7857142857142857,0.9142857142857143,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,20,36,35,1,0.7857142857142857,0.9142857142857143,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,21,36,35,1,0.7857142857142857,0.8571428571428571,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,22,36,35,1,0.7285714285714285,0.7428571428571429,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,23,36,35,1,0.7571428571428571,0.6571428571428571,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,24,36,35,1,0.7428571428571429,0.6285714285714286,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,25,36,35,1,0.8,0.6,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,26,36,35,1,0.2857142857142857,0.4857142857142857,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,27,36,35,1,0.32857142857142857,0.4857142857142857,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,28,36,35,1,0.2571428571428571,0.45714285714285713,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,29,36,35,1,0.22857142857142856,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,30,36,35,1,0.3,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,31,36,35,1,0.2714285714285714,0.45714285714285713,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,32,36,35,1,0.2571428571428571,0.5142857142857142,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,33,36,35,1,0.2571428571428571,0.5142857142857142,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,34,36,35,1,0.2571428571428571,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,35,36,35,1,0.24285714285714285,0.4857142857142857,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,0,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,1,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,2,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,3,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,4,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,5,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,6,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,7,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,8,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,9,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,10,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,11,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,12,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,13,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,14,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,15,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,16,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,17,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,18,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,19,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,20,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,21,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,22,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,23,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,24,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,25,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,26,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,27,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,28,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,29,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,30,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,31,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,32,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,33,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,34,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,delta,35,0,0,0,nan,nan,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,0,108,87,21,0.7758620689655172,0.8790366721401204,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,1,108,87,21,0.8267651888341543,0.8828680897646415,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,2,108,87,21,0.7060755336617406,0.8626163108921729,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,3,108,87,21,0.7241379310344828,0.9102353585112206,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,4,108,87,21,0.729064039408867,0.8894362342638206,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,5,108,87,21,0.7405582922824302,0.8899835796387521,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,6,108,87,21,0.7068965517241379,0.8938149972632731,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,7,108,87,21,0.7068965517241379,0.8927203065134101,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,8,108,87,21,0.735632183908046,0.9239189928845101,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,9,108,87,21,0.8160919540229885,0.9025725232621785,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,10,108,87,21,0.7298850574712643,0.8992884510125889,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,11,108,87,21,0.7471264367816092,0.9261083743842364,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,12,108,87,21,0.7068965517241379,0.9288451012588944,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,13,108,87,21,0.7068965517241379,0.9261083743842364,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,14,108,87,21,0.7068965517241379,0.9129720853858785,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,15,108,87,21,0.7068965517241379,0.9047619047619048,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,16,108,87,21,0.7068965517241379,0.9255610290093049,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,17,108,87,21,0.7068965517241379,0.937055281882868,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,18,108,87,21,0.7068965517241379,0.9447181171319101,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,19,108,87,21,0.7068965517241379,0.9370552818828681,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,20,108,87,21,0.7241379310344828,0.9206349206349207,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,21,108,87,21,0.7241379310344828,0.9266557197591679,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,22,108,87,21,0.7183908045977012,0.9348659003831417,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,23,108,87,21,0.7298850574712643,0.943623426382047,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,24,108,87,21,0.7298850574712643,0.942528735632184,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,25,108,87,21,0.7298850574712643,0.9430760810071155,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,26,108,87,21,0.7471264367816092,0.942528735632184,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,27,108,87,21,0.7413793103448276,0.9534756431308156,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,28,108,87,21,0.735632183908046,0.9540229885057471,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,29,108,87,21,0.7471264367816092,0.9523809523809523,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,30,108,87,21,0.7528735632183908,0.9551176792556103,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,31,108,87,21,0.7528735632183908,0.9534756431308156,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,32,108,87,21,0.7701149425287357,0.9551176792556102,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,33,108,87,21,0.764367816091954,0.9573070607553366,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,34,108,87,21,0.764367816091954,0.956759715380405,supported
ALL,overall_harmful_pooled,end_of_user_message,S3,corrected_delta,35,108,87,21,0.7586206896551724,0.9573070607553366,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,0,36,16,20,0.56875,0.5968749999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,1,36,16,20,0.63125,0.659375,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,2,36,16,20,0.6625,0.66875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,3,36,16,20,0.69375,0.6812499999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,4,36,16,20,0.6625,0.690625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,5,36,16,20,0.6625,0.671875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,6,36,16,20,0.60625,0.6593749999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,7,36,16,20,0.54375,0.625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,8,36,16,20,0.55,0.6499999999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,9,36,16,20,0.575,0.6625000000000001,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,10,36,16,20,0.6,0.6,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,11,36,16,20,0.65625,0.6906249999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,12,36,16,20,0.65,0.71875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,13,36,16,20,0.625,0.740625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,14,36,16,20,0.63125,0.740625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,15,36,16,20,0.68125,0.7593749999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,16,36,16,20,0.6875,0.784375,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,17,36,16,20,0.6875,0.7625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,18,36,16,20,0.74375,0.76875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,19,36,16,20,0.63125,0.71875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,20,36,16,20,0.61875,0.6781250000000001,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,21,36,16,20,0.625,0.696875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,22,36,16,20,0.70625,0.73125,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,23,36,16,20,0.68125,0.74375,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,24,36,16,20,0.70625,0.7531249999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,25,36,16,20,0.70625,0.7593749999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,26,36,16,20,0.68125,0.746875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,27,36,16,20,0.70625,0.796875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,28,36,16,20,0.65625,0.80625,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,29,36,16,20,0.68125,0.809375,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,30,36,16,20,0.68125,0.81875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,31,36,16,20,0.70625,0.8124999999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,32,36,16,20,0.7375,0.8125,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,33,36,16,20,0.7375,0.821875,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,34,36,16,20,0.7375,0.7999999999999999,supported
ALL,within_evidence_false_belief_pressure,end_of_user_message,S3,corrected_delta,35,36,16,20,0.7375,0.80625,supported
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,0,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,1,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,2,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,3,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,4,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,5,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,6,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,7,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,8,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,9,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,10,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,11,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,12,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,13,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,14,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,15,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,16,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,17,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,18,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,19,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,20,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,21,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,22,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,23,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,24,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,25,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,26,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,27,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,28,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,29,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,30,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,31,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,32,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,33,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,34,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,35,0,0,0,nan,nan,"unsupported:class_counts=0:0,1:36; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,0,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,1,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,2,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,3,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,4,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,5,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,6,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,7,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,8,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,9,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
