analysis,anchor,pair,layer,n_examples,n_families,balanced_accuracy,baseline_balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts
cross_condition,end_of_evidence_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,34,36,36,0.424242,0.500000,0.232323,0.077128,0.000000,0.000000,0.000000,tn=28 fp=5 fn=3 tp=0
cross_condition,end_of_evidence_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,35,36,36,0.439394,0.500000,0.313131,0.114846,0.000000,0.000000,0.000000,tn=29 fp=4 fn=3 tp=0
overall_harmful,end_of_question_block,all_conditions_pooled,0,108,36,0.539796,0.500000,0.108163,0.100654,0.153846,0.333333,0.100000,tn=96 fp=2 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,1,108,36,0.834694,0.500000,0.970918,0.648889,0.700000,0.700000,0.700000,tn=95 fp=3 fn=3 tp=7
overall_harmful,end_of_question_block,all_conditions_pooled,2,108,36,0.643878,0.500000,0.651531,0.223801,0.320000,0.266667,0.400000,tn=87 fp=11 fn=6 tp=4
overall_harmful,end_of_question_block,all_conditions_pooled,3,108,36,0.848980,0.500000,0.795408,0.455309,0.571429,0.444444,0.800000,tn=88 fp=10 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,4,108,36,0.848980,0.500000,0.778061,0.405312,0.571429,0.444444,0.800000,tn=88 fp=10 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,5,108,36,0.659184,0.500000,0.418878,0.164793,0.363636,0.333333,0.400000,tn=90 fp=8 fn=6 tp=4
overall_harmful,end_of_question_block,all_conditions_pooled,6,108,36,0.619388,0.500000,0.748469,0.349685,0.315789,0.333333,0.300000,tn=92 fp=6 fn=7 tp=3
overall_harmful,end_of_question_block,all_conditions_pooled,7,108,36,0.509184,0.500000,0.367857,0.117725,0.105263,0.111111,0.100000,tn=90 fp=8 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,8,108,36,0.778571,0.500000,0.663776,0.260478,0.451613,0.333333,0.700000,tn=84 fp=14 fn=3 tp=7
overall_harmful,end_of_question_block,all_conditions_pooled,9,108,36,0.609184,0.500000,0.718878,0.253590,0.285714,0.272727,0.300000,tn=90 fp=8 fn=7 tp=3
overall_harmful,end_of_question_block,all_conditions_pooled,10,108,36,0.509184,0.500000,0.745408,0.302054,0.105263,0.111111,0.100000,tn=90 fp=8 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,11,108,36,0.533673,0.500000,0.279082,0.089058,0.160000,0.133333,0.200000,tn=85 fp=13 fn=8 tp=2
overall_harmful,end_of_question_block,all_conditions_pooled,12,108,36,0.509184,0.500000,0.495408,0.174070,0.105263,0.111111,0.100000,tn=90 fp=8 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,13,108,36,0.469388,0.500000,0.231122,0.085178,0.000000,0.000000,0.000000,tn=92 fp=6 fn=10 tp=0
overall_harmful,end_of_question_block,all_conditions_pooled,14,108,36,0.484694,0.500000,0.121939,0.065857,0.000000,0.000000,0.000000,tn=95 fp=3 fn=10 tp=0
overall_harmful,end_of_question_block,all_conditions_pooled,15,108,36,0.479592,0.500000,0.082143,0.060917,0.000000,0.000000,0.000000,tn=94 fp=4 fn=10 tp=0
overall_harmful,end_of_question_block,all_conditions_pooled,16,108,36,0.504082,0.500000,0.743367,0.279481,0.100000,0.100000,0.100000,tn=89 fp=9 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,17,108,36,0.843878,0.500000,0.818878,0.740190,0.551724,0.421053,0.800000,tn=87 fp=11 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,18,108,36,0.898980,0.500000,0.895408,0.772697,0.620690,0.473684,0.900000,tn=88 fp=10 fn=1 tp=9
overall_harmful,end_of_question_block,all_conditions_pooled,19,108,36,0.964286,0.500000,0.968878,0.618791,0.740741,0.588235,1.000000,tn=91 fp=7 fn=0 tp=10
overall_harmful,end_of_question_block,all_conditions_pooled,20,108,36,0.579592,0.500000,0.392347,0.153821,0.250000,0.333333,0.200000,tn=94 fp=4 fn=8 tp=2
overall_harmful,end_of_question_block,all_conditions_pooled,21,108,36,0.539796,0.500000,0.150510,0.092249,0.153846,0.333333,0.100000,tn=96 fp=2 fn=9 tp=1
overall_harmful,end_of_question_block,all_conditions_pooled,22,108,36,0.833673,0.500000,0.937245,0.671970,0.516129,0.380952,0.800000,tn=85 fp=13 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,23,108,36,0.728571,0.500000,0.798469,0.290219,0.400000,0.300000,0.600000,tn=84 fp=14 fn=4 tp=6
overall_harmful,end_of_question_block,all_conditions_pooled,24,108,36,0.848980,0.500000,0.903571,0.372423,0.571429,0.444444,0.800000,tn=88 fp=10 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,25,108,36,0.533673,0.500000,0.796429,0.289933,0.160000,0.133333,0.200000,tn=85 fp=13 fn=8 tp=2
overall_harmful,end_of_question_block,all_conditions_pooled,26,108,36,0.833673,0.500000,0.806633,0.307069,0.516129,0.380952,0.800000,tn=85 fp=13 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,27,108,36,0.668367,0.500000,0.796429,0.278693,0.322581,0.238095,0.500000,tn=82 fp=16 fn=5 tp=5
overall_harmful,end_of_question_block,all_conditions_pooled,28,108,36,0.823469,0.500000,0.718878,0.255943,0.484848,0.347826,0.800000,tn=83 fp=15 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,29,108,36,0.673469,0.500000,0.726020,0.273901,0.333333,0.250000,0.500000,tn=83 fp=15 fn=5 tp=5
overall_harmful,end_of_question_block,all_conditions_pooled,30,108,36,0.838776,0.500000,0.738265,0.288895,0.533333,0.400000,0.800000,tn=86 fp=12 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,31,108,36,0.688776,0.500000,0.719898,0.257130,0.370370,0.294118,0.500000,tn=86 fp=12 fn=5 tp=5
overall_harmful,end_of_question_block,all_conditions_pooled,32,108,36,0.688776,0.500000,0.733163,0.289722,0.370370,0.294118,0.500000,tn=86 fp=12 fn=5 tp=5
overall_harmful,end_of_question_block,all_conditions_pooled,33,108,36,0.848980,0.500000,0.817857,0.330357,0.571429,0.444444,0.800000,tn=88 fp=10 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,34,108,36,0.843878,0.500000,0.808673,0.306408,0.551724,0.421053,0.800000,tn=87 fp=11 fn=2 tp=8
overall_harmful,end_of_question_block,all_conditions_pooled,35,108,36,0.573469,0.500000,0.788265,0.280676,0.214286,0.166667,0.300000,tn=83 fp=15 fn=7 tp=3
within_condition,end_of_question_block,closed_context_false_belief_pressure,0,36,36,0.600000,0.500000,0.200000,0.311111,0.333333,1.000000,0.200000,tn=31 fp=0 fn=4 tp=1
within_condition,end_of_question_block,closed_context_false_belief_pressure,1,36,36,0.800000,0.500000,0.993548,0.966667,0.750000,1.000000,0.600000,tn=31 fp=0 fn=2 tp=3
within_condition,end_of_question_block,closed_context_false_belief_pressure,2,36,36,0.451613,0.500000,0.348387,0.174949,0.000000,0.000000,0.000000,tn=28 fp=3 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,3,36,36,0.751613,0.500000,0.651613,0.607889,0.545455,0.500000,0.600000,tn=28 fp=3 fn=2 tp=3
within_condition,end_of_question_block,closed_context_false_belief_pressure,4,36,36,0.667742,0.500000,0.619355,0.574378,0.444444,0.500000,0.400000,tn=29 fp=2 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,5,36,36,0.667742,0.500000,0.425806,0.272814,0.444444,0.500000,0.400000,tn=29 fp=2 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,6,36,36,0.483871,0.500000,0.232258,0.134897,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,7,36,36,0.451613,0.500000,0.051613,0.089615,0.000000,0.000000,0.000000,tn=28 fp=3 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,8,36,36,0.667742,0.500000,0.425806,0.240170,0.444444,0.500000,0.400000,tn=29 fp=2 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,9,36,36,0.451613,0.500000,0.251613,0.136454,0.000000,0.000000,0.000000,tn=28 fp=3 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,10,36,36,0.483871,0.500000,0.554839,0.271861,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,11,36,36,0.451613,0.500000,0.400000,0.189593,0.000000,0.000000,0.000000,tn=28 fp=3 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,12,36,36,0.651613,0.500000,0.587097,0.433571,0.400000,0.400000,0.400000,tn=28 fp=3 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,13,36,36,0.467742,0.500000,0.387097,0.236156,0.000000,0.000000,0.000000,tn=29 fp=2 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,14,36,36,0.483871,0.500000,0.406452,0.251325,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,15,36,36,0.483871,0.500000,0.090323,0.092401,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,16,36,36,0.483871,0.500000,0.290323,0.156880,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,17,36,36,0.667742,0.500000,0.619355,0.344583,0.444444,0.500000,0.400000,tn=29 fp=2 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,18,36,36,0.867742,0.500000,0.774194,0.483636,0.727273,0.666667,0.800000,tn=29 fp=2 fn=1 tp=4
within_condition,end_of_question_block,closed_context_false_belief_pressure,19,36,36,0.851613,0.500000,0.961290,0.821111,0.666667,0.571429,0.800000,tn=28 fp=3 fn=1 tp=4
within_condition,end_of_question_block,closed_context_false_belief_pressure,20,36,36,0.667742,0.500000,0.638710,0.492170,0.444444,0.500000,0.400000,tn=29 fp=2 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,21,36,36,0.483871,0.500000,0.245161,0.152133,0.000000,0.000000,0.000000,tn=30 fp=1 fn=5 tp=0
within_condition,end_of_question_block,closed_context_false_belief_pressure,22,36,36,0.535484,0.500000,0.870968,0.521465,0.200000,0.200000,0.200000,tn=27 fp=4 fn=4 tp=1
within_condition,end_of_question_block,closed_context_false_belief_pressure,23,36,36,0.619355,0.500000,0.735484,0.583571,0.333333,0.285714,0.400000,tn=26 fp=5 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,24,36,36,0.735484,0.500000,0.587097,0.537815,0.500000,0.428571,0.600000,tn=27 fp=4 fn=2 tp=3
within_condition,end_of_question_block,closed_context_false_belief_pressure,25,36,36,0.635484,0.500000,0.600000,0.412056,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,26,36,36,0.619355,0.500000,0.716129,0.324192,0.333333,0.285714,0.400000,tn=26 fp=5 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,27,36,36,0.635484,0.500000,0.535484,0.236111,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,28,36,36,0.635484,0.500000,0.393548,0.201456,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,29,36,36,0.635484,0.500000,0.393548,0.201564,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,30,36,36,0.635484,0.500000,0.419355,0.204658,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,31,36,36,0.635484,0.500000,0.400000,0.218231,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,32,36,36,0.635484,0.500000,0.393548,0.201564,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,33,36,36,0.635484,0.500000,0.574194,0.286793,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,34,36,36,0.635484,0.500000,0.567742,0.305952,0.363636,0.333333,0.400000,tn=27 fp=4 fn=3 tp=2
within_condition,end_of_question_block,closed_context_false_belief_pressure,35,36,36,0.651613,0.500000,0.612903,0.488636,0.400000,0.400000,0.400000,tn=28 fp=3 fn=3 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,0,36,36,0.485294,0.500000,0.029412,0.055556,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,1,36,36,0.985294,0.500000,0.970588,0.583333,0.800000,0.666667,1.000000,tn=33 fp=1 fn=0 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,2,36,36,0.455882,0.500000,0.911765,0.325000,0.000000,0.000000,0.000000,tn=31 fp=3 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,3,36,36,0.941176,0.500000,0.955882,0.500000,0.500000,0.333333,1.000000,tn=30 fp=4 fn=0 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,4,36,36,0.705882,0.500000,0.941176,0.450000,0.333333,0.250000,0.500000,tn=31 fp=3 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,5,36,36,0.705882,0.500000,0.500000,0.278571,0.333333,0.250000,0.500000,tn=31 fp=3 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,6,36,36,0.500000,0.500000,0.514706,0.196970,0.000000,0.000000,0.000000,tn=34 fp=0 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,7,36,36,0.470588,0.500000,0.073529,0.045037,0.000000,0.000000,0.000000,tn=32 fp=2 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,8,36,36,0.705882,0.500000,0.544118,0.198925,0.333333,0.250000,0.500000,tn=31 fp=3 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,9,36,36,0.470588,0.500000,0.500000,0.196078,0.000000,0.000000,0.000000,tn=32 fp=2 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,10,36,36,0.485294,0.500000,0.455882,0.128571,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,11,36,36,0.455882,0.500000,0.426471,0.111111,0.000000,0.000000,0.000000,tn=31 fp=3 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,12,36,36,0.691176,0.500000,0.441176,0.127778,0.285714,0.200000,0.500000,tn=30 fp=4 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,13,36,36,0.485294,0.500000,0.014706,0.042484,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,14,36,36,0.485294,0.500000,0.000000,0.042063,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,15,36,36,0.485294,0.500000,0.029412,0.042929,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,16,36,36,0.485294,0.500000,0.176471,0.050575,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,17,36,36,0.970588,0.500000,0.941176,0.416667,0.666667,0.500000,1.000000,tn=32 fp=2 fn=0 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,18,36,36,0.955882,0.500000,0.941176,0.416667,0.571429,0.400000,1.000000,tn=31 fp=3 fn=0 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,19,36,36,0.676471,0.500000,0.882353,0.291667,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,20,36,36,0.455882,0.500000,0.117647,0.046653,0.000000,0.000000,0.000000,tn=31 fp=3 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,21,36,36,0.485294,0.500000,0.029412,0.042929,0.000000,0.000000,0.000000,tn=33 fp=1 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,22,36,36,0.691176,0.500000,0.926471,0.642857,0.285714,0.200000,0.500000,tn=30 fp=4 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,23,36,36,0.676471,0.500000,0.911765,0.392857,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,24,36,36,0.941176,0.500000,0.941176,0.666667,0.500000,0.333333,1.000000,tn=30 fp=4 fn=0 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,25,36,36,0.691176,0.500000,0.882353,0.267857,0.285714,0.200000,0.500000,tn=30 fp=4 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,26,36,36,0.676471,0.500000,0.867647,0.242857,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,27,36,36,0.676471,0.500000,0.838235,0.208333,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,28,36,36,0.676471,0.500000,0.500000,0.131250,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,29,36,36,0.691176,0.500000,0.470588,0.153571,0.285714,0.200000,0.500000,tn=30 fp=4 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,30,36,36,0.676471,0.500000,0.470588,0.129412,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,31,36,36,0.676471,0.500000,0.455882,0.128571,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,32,36,36,0.676471,0.500000,0.470588,0.153571,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,33,36,36,0.676471,0.500000,0.485294,0.130303,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,34,36,36,0.676471,0.500000,0.455882,0.112745,0.250000,0.166667,0.500000,tn=29 fp=5 fn=1 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,35,36,36,0.441176,0.500000,0.485294,0.130303,0.000000,0.000000,0.000000,tn=30 fp=4 fn=2 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,0,36,36,0.484848,0.500000,0.191919,0.065972,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,1,36,36,0.803030,0.500000,0.949495,0.555556,0.571429,0.500000,0.666667,tn=31 fp=2 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,2,36,36,0.621212,0.500000,0.888889,0.337302,0.285714,0.250000,0.333333,tn=30 fp=3 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,3,36,36,0.954545,0.500000,0.949495,0.533333,0.666667,0.500000,1.000000,tn=30 fp=3 fn=0 tp=3
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,4,36,36,0.621212,0.500000,0.929293,0.466667,0.285714,0.250000,0.333333,tn=30 fp=3 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,5,36,36,0.621212,0.500000,0.373737,0.216743,0.285714,0.250000,0.333333,tn=30 fp=3 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,6,36,36,0.484848,0.500000,0.656566,0.248925,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,7,36,36,0.454545,0.500000,0.131313,0.064250,0.000000,0.000000,0.000000,tn=30 fp=3 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,8,36,36,0.621212,0.500000,0.434343,0.167179,0.285714,0.250000,0.333333,tn=30 fp=3 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,9,36,36,0.454545,0.500000,0.646465,0.247917,0.000000,0.000000,0.000000,tn=30 fp=3 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,10,36,36,0.484848,0.500000,0.606061,0.207983,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,11,36,36,0.454545,0.500000,0.595960,0.206349,0.000000,0.000000,0.000000,tn=30 fp=3 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,12,36,36,0.606061,0.500000,0.333333,0.116071,0.250000,0.200000,0.333333,tn=29 fp=4 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,13,36,36,0.454545,0.500000,0.292929,0.095599,0.000000,0.000000,0.000000,tn=30 fp=3 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,14,36,36,0.484848,0.500000,0.010101,0.056926,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,15,36,36,0.469697,0.500000,0.090909,0.060325,0.000000,0.000000,0.000000,tn=31 fp=2 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,16,36,36,0.484848,0.500000,0.464646,0.224959,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,17,36,36,0.984848,0.500000,0.969697,0.638889,0.857143,0.750000,1.000000,tn=32 fp=1 fn=0 tp=3
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,18,36,36,0.954545,0.500000,0.939394,0.477778,0.666667,0.500000,1.000000,tn=30 fp=3 fn=0 tp=3
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,19,36,36,0.757576,0.500000,0.898990,0.388889,0.400000,0.285714,0.666667,tn=28 fp=5 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,20,36,36,0.621212,0.500000,0.424242,0.220905,0.285714,0.250000,0.333333,tn=30 fp=3 fn=2 tp=1
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,21,36,36,0.484848,0.500000,0.353535,0.133333,0.000000,0.000000,0.000000,tn=32 fp=1 fn=3 tp=0
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,22,36,36,0.787879,0.500000,0.939394,0.680556,0.500000,0.400000,0.666667,tn=30 fp=3 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,23,36,36,0.757576,0.500000,0.909091,0.425000,0.400000,0.285714,0.666667,tn=28 fp=5 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,24,36,36,0.939394,0.500000,0.939394,0.642857,0.600000,0.428571,1.000000,tn=29 fp=4 fn=0 tp=3
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,25,36,36,0.772727,0.500000,0.898990,0.411111,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,26,36,36,0.742424,0.500000,0.898990,0.411111,0.363636,0.250000,0.666667,tn=27 fp=6 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,27,36,36,0.772727,0.500000,0.878788,0.377778,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,28,36,36,0.772727,0.500000,0.676768,0.332258,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,29,36,36,0.772727,0.500000,0.646465,0.361905,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,30,36,36,0.772727,0.500000,0.646465,0.274747,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,31,36,36,0.772727,0.500000,0.616162,0.245238,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,32,36,36,0.772727,0.500000,0.636364,0.306349,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,33,36,36,0.772727,0.500000,0.646465,0.247917,0.444444,0.333333,0.666667,tn=29 fp=4 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,34,36,36,0.757576,0.500000,0.636364,0.225694,0.400000,0.285714,0.666667,tn=28 fp=5 fn=1 tp=2
cross_condition,end_of_question_block,closed_context_false_belief_pressure_to_evidence_emotional_pressure,35,36,36,0.409091,0.500000,0.585859,0.162202,0.000000,0.000000,0.000000,tn=27 fp=6 fn=3 tp=0
