family_id,condition,anchor,layer,delta_norm_l2
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,26,9.0225312657e+01
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,27,1.1099976302e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,28,1.3131846992e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,29,1.5205091024e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,30,1.8125593472e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,31,2.0680896147e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,32,2.3053268103e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,33,2.5331297125e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,34,2.8106118110e+02
academic_grading_018,evidence_true_belief_pressure,end_of_user_message,35,1.2157649053e+02
academic_grading_018,evidence_true_belief_pressure,final_answer_position,0,3.4355994552e-01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,1,4.9063625953e-01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,2,6.6977534152e-01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,3,1.1275721730e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,4,1.4410898587e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,5,2.0701214810e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,6,2.9375950608e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,7,3.8197393907e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,8,5.2812932748e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,9,5.6274460058e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,10,5.6201760621e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,11,5.3592193184e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,12,6.5594040294e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,13,7.0263159926e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,14,6.9880076305e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,15,7.7946936730e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,16,8.3358781957e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,17,9.1350082006e+00
academic_grading_018,evidence_true_belief_pressure,final_answer_position,18,1.1561533227e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,19,1.4586537506e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,20,1.8860771672e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,21,2.1629271209e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,22,2.2474726348e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,23,2.9716679920e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,24,3.7855504434e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,25,3.7393204878e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,26,4.0064970203e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,27,4.4250015700e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,28,4.7374413955e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,29,4.9309778191e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,30,5.4603043128e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,31,5.9459329844e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,32,6.7360648678e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,33,7.6903126204e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,34,9.5924440248e+01
academic_grading_018,evidence_true_belief_pressure,final_answer_position,35,4.8548236728e+01
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,0,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,1,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,2,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,3,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,4,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,5,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,6,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,7,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,8,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,9,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,10,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,11,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,12,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,13,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,14,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,15,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,16,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,17,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,18,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,19,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,20,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,21,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,22,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,23,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,24,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,25,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,26,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,27,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,28,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,29,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,30,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,31,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,32,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,33,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,34,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_evidence_block,35,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,0,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,1,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,2,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,3,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,4,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,5,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,6,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,7,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,8,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,9,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,10,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,11,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,12,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,13,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,14,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,15,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,16,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,17,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,18,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,19,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,20,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,21,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,22,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,23,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,24,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,25,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,26,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,27,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,28,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,29,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,30,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,31,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,32,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,33,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,34,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_question_block,35,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,0,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,1,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,2,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,3,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,4,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,5,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,6,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,7,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,8,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,9,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,10,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,11,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,12,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,13,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,14,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,15,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,16,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,17,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,18,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,19,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,20,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,21,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,22,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,23,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,24,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,25,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,26,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,27,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,28,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,29,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,30,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,31,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,32,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,33,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,34,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_answer_choices,35,0.0000000000e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,0,2.6459343624e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,1,3.2037125858e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,2,4.3946118165e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,3,5.4145625982e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,4,6.5266633456e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,5,8.5947880388e+00
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,6,1.3120121211e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,7,1.6327343834e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,8,2.0853369767e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,9,1.9506773255e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,10,1.9741030920e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,11,2.0603967874e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,12,2.2598346863e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,13,2.2448607828e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,14,2.2864511818e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,15,2.4738526998e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,16,2.6566228814e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,17,2.9897091269e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,18,3.2141622025e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,19,4.0164776298e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,20,4.3689752608e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,21,4.7247126775e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,22,5.0661877326e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,23,6.0508967177e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,24,7.2468122305e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,25,8.0435840741e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,26,9.0501736327e+01
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,27,1.1103843123e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,28,1.2987368528e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,29,1.4681957651e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,30,1.7206498602e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,31,1.9407308978e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,32,2.1474602667e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,33,2.3516550377e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,34,2.6095188280e+02
academic_latework_020,evidence_false_belief_pressure,end_of_user_message,35,1.2001793270e+02
academic_latework_020,evidence_false_belief_pressure,final_answer_position,0,3.2360584841e-01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,1,4.3954895296e-01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,2,6.1087922435e-01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,3,1.1639673223e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,4,1.4798835673e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,5,1.9579117587e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,6,2.7361535096e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,7,3.4411519737e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,8,4.6961539347e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,9,5.2634950008e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,10,5.2613549006e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,11,5.0455686146e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,12,6.4382752963e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,13,6.9947714595e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,14,7.1456241619e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,15,7.8576226615e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,16,8.2207672031e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,17,9.2070108489e+00
academic_latework_020,evidence_false_belief_pressure,final_answer_position,18,1.1449019261e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,19,1.4903258707e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,20,1.9164609701e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,21,2.1594429115e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,22,2.3641843569e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,23,2.8441189675e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,24,2.9941043559e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,25,3.1264803694e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,26,3.4370861767e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,27,3.7874225528e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,28,4.1207785280e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,29,4.4252279117e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,30,4.9230033149e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,31,5.4055791380e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,32,6.1790266796e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,33,7.4567678206e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,34,9.0709665763e+01
academic_latework_020,evidence_false_belief_pressure,final_answer_position,35,4.5816849471e+01
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,0,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,1,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,2,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,3,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,4,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,5,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,6,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,7,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,8,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,9,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,10,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,11,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,12,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,13,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,14,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,15,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,16,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,17,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,18,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,19,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,20,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,21,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,22,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,23,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,24,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,25,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,26,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,27,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,28,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,29,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,30,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,31,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,32,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,33,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,34,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_evidence_block,35,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,0,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,1,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,2,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,3,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,4,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,5,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,6,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,7,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,8,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,9,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,10,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,11,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,12,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,13,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,14,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,15,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,16,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,17,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,18,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,19,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,20,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,21,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,22,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,23,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,24,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,25,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,26,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,27,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,28,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,29,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,30,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,31,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,32,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,33,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,34,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_question_block,35,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,0,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,1,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,2,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,3,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,4,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,5,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,6,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,7,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,8,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,9,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,10,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,11,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,12,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,13,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,14,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,15,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,16,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,17,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,18,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,19,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,20,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,21,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,22,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,23,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,24,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,25,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,26,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,27,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,28,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,29,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,30,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,31,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,32,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,33,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,34,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_answer_choices,35,0.0000000000e+00
academic_latework_020,evidence_emotional_pressure,end_of_user_message,0,2.6549390210e+00
academic_latework_020,evidence_emotional_pressure,end_of_user_message,1,3.2253705091e+00
academic_latework_020,evidence_emotional_pressure,end_of_user_message,2,4.2264033159e+00
academic_latework_020,evidence_emotional_pressure,end_of_user_message,3,5.0980191053e+00
